Timestamp,Date,Client ID,Age,Income of Principal Buyer,Marital Status,No. of Family Members,Preferred Location,SOURCE OF LEAD,Source of Income,Employer,Preferred Pay Term,Age of Spouse,Income of Spouse,Recommended Model
10/27/2027 18:25:14,10/27/2027,Client 422,51,"PHP 114,000",Married,3,MAGALANG EAST,Broker/Agent,Self Employed/ Business Owner,tricycle operator,20-80 Pagibig Financing,50,"PHP 80,500",CALISTA END
11/01/2027 16:31:50,11/01/2027,Client 423,52,"PHP 75,000",Married,7,PANDI EXPANSION,Referral,OFW Land base,Hyundai engineering korea,20-80 Pagibig Financing,52,"PHP 61,500",CALISTA END
11/02/2027 09:10:42,11/02/2027,Client 424,36,"PHP 217,500",Single,,IMPRESSIONS HERMOSA,Broker/Agent,Self Employed/ Business Owner,Freelance services,20-80 Pagibig Financing,,,CALISTA END
11/03/2027 15:27:22,11/03/2027,Client 425,50,"PHP 73,500",Single,,BATULAO,Facebook Ads,Self Employed/ Business Owner,event Catering Entrepreneur,10-90 Bank Financing,,,CALISTA MID
11/03/2027 08:16:55,11/03/2027,Client 426,50,"PHP 375,000",Married,6,BALIWAG,Referral,OFW Land base,adnoc,20-80 Pagibig Financing,47,"PHP 189,000",UNNA CORNER
11/04/2027 11:50:41,11/04/2027,Client 427,51,"PHP 47,500",Single,,BATULAO,Broker/Agent,OFW Land base,AMAZON fulfillment US,20-80 Pagibig Financing,,,CALISTA MID
11/05/2027 12:46:30,11/05/2027,Client 428,47,"PHP 79,500",Single,,BATULAO,Facebook Ads,OFW Land base,four seasons dubai,Deferred Cash,,,CALISTA MID
11/06/2027 11:54:45,11/06/2027,Client 429,40,"PHP 129,500",Single,N/a,TAYABAS,Facebook Ads,OFW Land base,Al rajhi bank,10-90 Bank Financing,N/a,N/a,CALISTA END
11/06/2027 16:26:45,11/06/2027,Client 430,45,"PHP 117,500",Married,5,PANDI EXPANSION,Facebook Ads,OFW Land base,Emirates Airlines,20-80 Pagibig Financing,47,"PHP 118,000",CALISTA END
11/07/2027 08:13:26,11/07/2027,Client 431,35,"PHP 243,500",Single,,PANDI EXPANSION,Referral,OFW Land base,emirates airlines,10-90 Bank Financing,,,CALISTA END
11/09/2027 08:02:07,11/09/2027,Client 432,39,"PHP 29,000",Married,7,GAPAN,Broker/Agent,Locally Employed,philippine national police,Cash,39,"PHP 27,500",CALISTA MID
11/10/2027 11:40:14,11/10/2027,Client 433,33,"PHP 238,000",Married,7,MAGALANG EAST,Referral,OFW Land base,Sohar aluminum,20-80 Pagibig Financing,37,"PHP 128,000",CALISTA END
11/12/2027 14:24:33,11/12/2027,Client 434,57,"PHP 301,500",Married,6,BALIWAG,Broker/Agent,OFW Land base,pricewaterhousecoopers uae,20-80 Pagibig Financing,60,"PHP 312,000",UNNA CORNER
11/12/2027 20:44:27,11/12/2027,Client 435,25,"PHP 169,500",Married,5,BATULAO,Referral,OFW Land base,bechtel MIDDLE EAST,20-80 Pagibig Financing,27,"PHP 113,500",CALISTA END
11/15/2027 15:52:21,11/15/2027,Client 436,27,"PHP 57,500",Married,6,PANDI EXPANSION,Facebook Ads,OFW Land base,Apple inc.,10-90 Bank Financing,28,"PHP 74,000",CALISTA END
11/18/2027 19:56:49,11/18/2027,Client 437,47,"PHP 248,500",Married,5,NAIC,Broker/Agent,OFW Land base,kuwait oil company,20-80 Pagibig Financing,48,"PHP 230,000",CALISTA END
11/28/2027 20:16:31,11/28/2027,Client 438,43,"PHP 192,000",Married,2,MAGALANG EAST,Facebook Ads,OFW Land base,Al futtaim group,20-80 Pagibig Financing,41,"PHP 204,000",CALISTA END
12/01/2027 08:25:59,12/01/2027,Client 439,51,"PHP 55,500",Single,,LIPA,Facebook Ads,Locally Employed,holcim philippines,20-80 Pagibig Financing,,,CALISTA MID
12/02/2027 20:54:03,12/02/2027,Client 440,37,"PHP 37,000",Married,3,MAGALANG EAST,Facebook Ads,OFW Land base,walmart us,10-90 Bank Financing,42,"PHP 41,000",CALISTA MID
12/03/2027 15:47:56,12/03/2027,Client 441,37,"PHP 39,500",Married,3,PANDI EXPANSION,Facebook Ads,Self Employed/ Business Owner,sari-sari Store,20-80 Pagibig Financing,34,"PHP 50,500",CALISTA END
12/09/2027 15:01:44,12/09/2027,Client 442,52,"PHP 293,000",Single,,BALIWAG,Facebook Ads,Locally Employed,holcim Philippines,20-80 Pagibig Financing,,,UNNA CORNER
12/12/2027 10:33:21,12/12/2027,Client 443,48,"PHP 176,000",Married,2,GAPAN,Broker/Agent,Locally Employed,sm INVESTMENTS CORP,20-80 Pagibig Financing,46,"PHP 136,000",CALISTA END
12/27/2027 17:03:50,12/27/2027,Client 444,49,"PHP 173,500",Married,4,LIPA,Facebook Ads,OFW Land base,bechtel middle East,10-90 Bank Financing,44,"PHP 187,500",CALISTA END
01/03/2028 20:20:36,01/03/2028,Client 445,32,"PHP 105,500",Married,2,MAGALANG EAST,Facebook Ads,Locally Employed,Philippine general hospital,20-80 Pagibig Financing,37,"PHP 92,500",CALISTA END
01/04/2028 11:03:13,01/04/2028,Client 446,52,"PHP 245,000",Single,N/a,GEN TRI,Broker/Agent,Locally Employed,meralco,20-80 Pagibig Financing,N/a,N/a,UNNA CORNER
01/06/2028 14:25:13,01/06/2028,Client 447,41,"PHP 96,500",Married,6,STO. TOMAS,Facebook Ads,OFW Land base,aramco,10-90 Bank Financing,40,"PHP 82,000",CALISTA END
01/14/2028 11:59:36,01/14/2028,Client 448,28,"PHP 46,000",Single,,BATULAO,Facebook Ads,OFW Land base,enoc,20-80 Pagibig Financing,,,CALISTA MID
01/14/2028 12:54:09,01/14/2028,Client 449,29,"PHP 30,000",Married,6,LIPA,Facebook Ads,OFW Land base,aster dm healthcare,20-80 Pagibig Financing,26,"PHP 30,500",CALISTA MID
01/17/2028 08:54:19,01/17/2028,Client 450,40,"PHP 90,500",Married,3,CALAMBA,Other:,Locally Employed,land bank of The philippines,20-80 Pagibig Financing,41,"PHP 88,500",CALISTA END
01/17/2028 19:15:06,01/17/2028,Client 451,41,"PHP 232,000",Married,6,LIPA,Facebook Ads,OFW Land base,Aramco,20-80 Pagibig Financing,42,"PHP 175,000",CALISTA END
01/19/2028 09:08:29,01/19/2028,Client 452,37,"PHP 97,000",Married,3,MAGALANG EAST,Broker/Agent,Locally Employed,bureau of internal revenue,20-80 Pagibig Financing,34,"PHP 97,000",CALISTA END
01/19/2028 13:46:16,01/19/2028,Client 453,34,"PHP 109,000",Married,2,LIPA,Facebook Ads,Locally Employed,Universal robina corp,20-80 Pagibig Financing,36,"PHP 104,000",CALISTA END
01/21/2028 17:32:07,01/21/2028,Client 454,37,"PHP 144,000",Single,,LIPA,Facebook Ads,Locally Employed,jollibee foods corp,Cash,,,CALISTA END
01/25/2028 12:41:05,01/25/2028,Client 455,27,"PHP 58,500",Single,N/a,STO. TOMAS,Broker/Agent,Locally Employed,asian hospital,10-90 Bank Financing,N/a,N/a,CALISTA MID
01/26/2028 14:42:32,01/26/2028,Client 456,39,"PHP 130,500",Married,2,LIPA,Facebook Ads,OFW Land base,qatar petroleum,20-80 Pagibig Financing,41,"PHP 113,500",CALISTA END
01/26/2028 18:07:07,01/26/2028,Client 457,25,"PHP 44,500",Married,7,CALAMBA,Broker/Agent,OFW Land base,kuwait oil company,20-80 Pagibig Financing,30,"PHP 40,500",CALISTA MID
01/27/2028 09:48:15,01/27/2028,Client 458,36,"PHP 226,000",Married,7,GAPAN,Facebook Ads,OFW Sea Base,msc cruises,20-80 Pagibig Financing,40,"PHP 167,000",CALISTA END
02/03/2028 08:42:44,02/03/2028,Client 459,35,"PHP 264,000",Widow,3,LIPA,Facebook Ads,Self Employed/ Business Owner,Jeepney operator,10-90 Bank Financing,,,CALISTA END
02/04/2028 12:25:32,02/04/2028,Client 460,40,"PHP 99,500",Single,,GEN TRI,Facebook Ads,OFW Land base,emaar properties,20-80 Pagibig Financing,,,CALISTA MID
02/09/2028 11:15:07,02/09/2028,Client 461,36,"PHP 162,500",Single,N/a,BALIWAG,Facebook Ads,OFW Sea Base,maersk Line,20-80 Pagibig Financing,N/a,N/a,CALISTA END
02/11/2028 12:04:30,02/11/2028,Client 462,32,"PHP 130,500",Widow,,STO. TOMAS,Facebook Ads,OFW Land base,Al futtaim group,10-90 Bank Financing,,,CALISTA END
02/12/2028 16:29:40,02/12/2028,Client 463,40,"PHP 17,000",Married,2,LIPA,Facebook Ads,Self Employed/ Business Owner,independent contractor,20-80 Pagibig Financing,45,"PHP 14,500",CALISTA MID
02/13/2028 19:04:06,02/13/2028,Client 464,48,"PHP 165,500",Single,,LIPA,Broker/Agent,OFW Land base,hyundai engineering korea,Deferred Cash,,,CALISTA END
02/16/2028 17:03:17,02/16/2028,Client 465,35,"PHP 40,000",Married,3,BATULAO,Broker/Agent,Locally Employed,Land bank of the Philippines,20-80 Pagibig Financing,37,"PHP 20,500",CALISTA MID
02/17/2028 11:16:21,02/17/2028,Client 466,50,"PHP 77,500",Married,2,LIPA,Facebook Ads,OFW Land base,al futtaim Group,20-80 Pagibig Financing,50,"PHP 90,000",CALISTA END
02/19/2028 17:05:33,02/19/2028,Client 467,27,"PHP 146,500",Married,2,SIGHTS CALAUAN,Facebook Ads,OFW Land base,bechtel Middle east,10-90 Bank Financing,25,"PHP 88,000",CALISTA END
02/21/2028 18:37:35,02/21/2028,Client 468,32,"PHP 107,500",Widow,,PANDI EXPANSION,Referral,OFW Land base,enoc,20-80 Pagibig Financing,,,CALISTA END
02/21/2028 17:52:57,02/21/2028,Client 469,39,"PHP 330,000",Widow,N/a,BALIWAG,Other:,OFW Sea Base,Msc cruises,20-80 Pagibig Financing,N/a,N/a,UNNA CORNER
02/22/2028 08:20:20,02/22/2028,Client 470,54,"PHP 84,500",Married,4,BATULAO,Facebook Ads,Self Employed/ Business Owner,Independent contractor,10-90 Bank Financing,49,"PHP 50,000",CALISTA END
02/25/2028 14:03:23,02/25/2028,Client 471,25,"PHP 137,500",Married,2,CALAMBA,Facebook Ads,OFW Land base,Consolidated contractors,20-80 Pagibig Financing,23,"PHP 83,500",CALISTA END
03/03/2028 08:52:30,03/03/2028,Client 472,40,"PHP 29,000",Married,6,BALIWAG,Facebook Ads,Self Employed/ Business Owner,Jeepney operator,20-80 Pagibig Financing,39,"PHP 15,000",CALISTA MID
03/05/2028 15:40:25,03/05/2028,Client 473,47,"PHP 240,000",Single,,BATULAO,Facebook Ads,OFW Land base,emaar properties,20-80 Pagibig Financing,,,CALISTA END
03/08/2028 13:18:49,03/08/2028,Client 474,51,"PHP 53,500",Married,3,BALIWAG,Broker/Agent,OFW Land base,Emaar properties,20-80 Pagibig Financing,46,"PHP 59,500",CALISTA END
03/08/2028 17:50:16,03/08/2028,Client 475,33,"PHP 102,000",Married,4,LIPA,Facebook Ads,OFW Land base,Adnoc,20-80 Pagibig Financing,31,"PHP 69,000",CALISTA END
03/08/2028 09:09:39,03/08/2028,Client 476,55,"PHP 227,000",Married,7,BATULAO,Facebook Ads,OFW Land base,al rajhi bank,20-80 Pagibig Financing,53,"PHP 152,000",CALISTA END
03/08/2028 18:36:17,03/08/2028,Client 477,39,"PHP 98,000",Married,5,LIPA,Referral,OFW Land base,Pricewaterhousecoopers Uae,20-80 Pagibig Financing,34,"PHP 63,500",CALISTA END
03/15/2028 16:25:17,03/15/2028,Client 478,39,"PHP 66,500",Married,3,BATULAO,Facebook Ads,OFW Land base,consolidated contractors,Deferred Cash,41,"PHP 52,000",CALISTA END
03/16/2028 13:31:49,03/16/2028,Client 479,31,"PHP 123,000",Single,N/a,CALAMBA,Facebook Ads,OFW Land base,enoc,10-90 Bank Financing,N/a,N/a,CALISTA END
03/18/2028 09:06:28,03/18/2028,Client 480,46,"PHP 122,000",Single,N/a,MAGALANG EAST,Facebook Ads,OFW Land base,Qatar petroleum,Deferred Cash,N/a,N/a,CALISTA END
03/18/2028 20:38:11,03/18/2028,Client 481,48,"PHP 40,500",Married,6,MAGALANG EAST,Referral,OFW Land base,kuwait oil company,20-80 Pagibig Financing,46,"PHP 29,500",CALISTA MID
03/21/2028 19:10:28,03/21/2028,Client 482,29,"PHP 232,500",Widow,3,LIPA,Facebook Ads,OFW Land base,hyundai Engineering,20-80 Pagibig Financing,N/a,N/a,CALISTA END
03/21/2028 18:10:43,03/21/2028,Client 483,43,"PHP 33,000",Married,3,NAIC,Referral,OFW Land base,consolidated contractors,10-90 Bank Financing,40,"PHP 32,000",CALISTA MID
03/22/2028 20:34:45,03/22/2028,Client 484,27,"PHP 155,000",Married,7,NAIC,Facebook Ads,OFW Land base,emaar properties,20-80 Pagibig Financing,25,"PHP 176,500",CALISTA END
03/25/2028 13:52:35,03/25/2028,Client 485,37,"PHP 201,000",Married,6,GEN TRI,Broker/Agent,OFW Land base,bechtel MIDDLE east,20-80 Pagibig Financing,36,"PHP 224,500",CALISTA END
03/29/2028 09:09:32,03/29/2028,Client 486,33,"PHP 197,000",Married,6,BATULAO,Facebook Ads,OFW Land base,Four Seasons Dubai,20-80 Pagibig Financing,33,"PHP 128,000",CALISTA END
03/30/2028 11:42:06,03/30/2028,Client 487,38,"PHP 236,500",Married,5,NAIC,Referral,OFW Land base,aster dm HEALTHCARE,20-80 Pagibig Financing,40,"PHP 181,500",CALISTA END
04/02/2028 12:27:45,04/02/2028,Client 488,32,"PHP 188,500",Single,N/a,BATULAO,Referral,OFW Land base,sohar aluminum,20-80 Pagibig Financing,N/a,N/a,CALISTA END
04/05/2028 14:41:36,04/05/2028,Client 489,40,"PHP 141,000",Widow,,PANDI EXPANSION,Facebook Ads,Locally Employed,Universal robina corp,10-90 Bank Financing,,,CALISTA END
04/05/2028 20:42:30,04/05/2028,Client 490,37,"PHP 80,500",Single,N/a,GEN TRI,Facebook Ads,Locally Employed,san MIGUEL corporation,20-80 Pagibig Financing,N/a,N/a,CALISTA MID
04/06/2028 13:39:03,04/06/2028,Client 491,26,"PHP 45,500",Widow,N/a,LIPA,Facebook Ads,OFW Land base,Al rajhi bank,20-80 Pagibig Financing,N/a,N/a,CALISTA MID
04/07/2028 16:45:31,04/07/2028,Client 492,28,"PHP 130,000",Married,3,GEN TRI,Facebook Ads,OFW Sea Base,maersk line,20-80 Pagibig Financing,23,"PHP 91,500",CALISTA END
04/08/2028 19:10:46,04/08/2028,Client 493,55,"PHP 23,500",Married,5,IMPRESSIONS HERMOSA,Other:,Locally Employed,metrobank,20-80 Pagibig Financing,55,"PHP 14,000",CALISTA MID
04/09/2028 14:11:31,04/09/2028,Client 494,43,"PHP 101,500",Married,5,BATULAO,Facebook Ads,Locally Employed,philippine general Hospital,20-80 Pagibig Financing,44,"PHP 108,500",CALISTA END
04/14/2028 19:58:55,04/14/2028,Client 495,36,"PHP 38,500",Single,N/a,LIPA,Broker/Agent,Self Employed/ Business Owner,family Catering Services,Cash,N/a,N/a,CALISTA MID
04/21/2028 11:38:08,04/21/2028,Client 496,34,"PHP 194,000",Single,,BATULAO,Referral,Locally Employed,The medical city,20-80 Pagibig Financing,,,CALISTA END
04/22/2028 10:31:03,04/22/2028,Client 497,41,"PHP 145,000",Married,3,GEN TRI,Facebook Ads,OFW Land base,emaar properties,20-80 Pagibig Financing,36,"PHP 93,000",CALISTA END
04/22/2028 17:47:16,04/22/2028,Client 498,30,"PHP 195,500",Married,2,LIPA,Broker/Agent,OFW Land base,Aster Dm healthcare,20-80 Pagibig Financing,30,"PHP 190,000",CALISTA END
04/25/2028 20:12:31,04/25/2028,Client 499,52,"PHP 236,000",Single,,LIPA,Facebook Ads,OFW Land base,pricewaterhousecoopers uae,10-90 Bank Financing,,,CALISTA END
04/26/2028 12:42:57,04/26/2028,Client 500,37,"PHP 170,000",Single,,PANDI EXPANSION,Broker/Agent,Locally Employed,st. luke's medical center,Cash,,,CALISTA END
05/01/2028 19:54:33,05/01/2028,Client 501,48,"PHP 97,500",Married,2,PANDI EXPANSION,Facebook Ads,Locally Employed,Bdo unibank,20-80 Pagibig Financing,47,"PHP 79,000",CALISTA END
05/11/2028 09:13:25,05/11/2028,Client 502,47,"PHP 138,500",Single,,BATULAO,Referral,Locally Employed,san miguel corporation,10-90 Bank Financing,,,CALISTA END
05/21/2028 18:51:44,05/21/2028,Client 503,34,"PHP 164,500",Married,7,GEN TRI,Facebook Ads,Locally Employed,st. luke's medical center,20-80 Pagibig Financing,39,"PHP 123,000",CALISTA END
05/22/2028 17:35:52,05/22/2028,Client 504,63,"PHP 126,000",Married,7,GEN TRI,Other:,OFW Land base,Aramco,Deferred Cash,59,"PHP 72,000",UNNA CORNER
05/23/2028 09:37:35,05/23/2028,Client 505,29,"PHP 80,500",Married,4,GEN TRI,Referral,OFW Land base,ASTER dm healthcare,20-80 Pagibig Financing,25,"PHP 91,000",CALISTA END
05/24/2028 11:22:25,05/24/2028,Client 506,53,"PHP 201,500",Married,5,PANDI EXPANSION,Broker/Agent,Self Employed/ Business Owner,sari-sari store,20-80 Pagibig Financing,49,"PHP 156,000",CALISTA END
05/25/2028 10:50:45,05/25/2028,Client 507,33,"PHP 70,500",Married,5,PANDI EXPANSION,Facebook Ads,Self Employed/ Business Owner,online seller,10-90 Bank Financing,31,"PHP 83,500",CALISTA END
05/27/2028 11:10:03,05/27/2028,Client 508,26,"PHP 31,500",Widow,,LIPA,Facebook Ads,OFW Land base,consolidated contractors,20-80 Pagibig Financing,,,CALISTA MID
06/03/2028 19:23:08,06/03/2028,Client 509,36,"PHP 58,000",Single,N/a,MAGALANG EAST,Facebook Ads,OFW Land base,four Seasons dubai,Deferred Cash,N/a,N/a,CALISTA MID
06/11/2028 13:47:17,06/11/2028,Client 510,49,"PHP 34,000",Single,,MAGALANG EAST,Broker/Agent,Locally Employed,Philippine general hospital,20-80 Pagibig Financing,,,CALISTA MID
06/14/2028 12:54:11,06/14/2028,Client 511,25,"PHP 40,000",Married,5,LIPA,Facebook Ads,Self Employed/ Business Owner,freelance services,20-80 Pagibig Financing,22,"PHP 47,000",CALISTA MID
06/15/2028 17:29:33,06/15/2028,Client 512,27,"PHP 150,500",Married,7,PANDI EXPANSION,Broker/Agent,OFW Land base,kaiser permanente,20-80 Pagibig Financing,27,"PHP 113,000",CALISTA END
06/20/2028 12:55:24,06/20/2028,Client 513,55,"PHP 74,000",Married,2,CALAMBA,Referral,OFW Land base,aster dm healthcare,10-90 Bank Financing,54,"PHP 66,500",CALISTA END
06/20/2028 13:46:38,06/20/2028,Client 514,31,"PHP 61,000",Married,7,LIPA,Facebook Ads,Locally Employed,land bank of the philippines,20-80 Pagibig Financing,28,"PHP 73,500",CALISTA END
06/25/2028 11:25:28,06/25/2028,Client 515,46,"PHP 16,000",Single,,GAPAN,Facebook Ads,Self Employed/ Business Owner,independent contractor,10-90 Bank Financing,,,CALISTA MID
06/27/2028 12:05:38,06/27/2028,Client 516,29,"PHP 234,000",Single,,GEN TRI,Referral,OFW Land base,Al futtaim group,20-80 Pagibig Financing,,,CALISTA END
06/28/2028 08:12:05,06/28/2028,Client 517,40,"PHP 157,500",Single,,STO. TOMAS,Referral,OFW Land base,four seasons dubai,20-80 Pagibig Financing,,,CALISTA END
06/30/2028 19:24:03,06/30/2028,Client 518,52,"PHP 109,500",Married,7,BATULAO,Referral,OFW Land base,petrofac,20-80 Pagibig Financing,47,"PHP 81,500",CALISTA END
07/03/2028 13:35:20,07/03/2028,Client 519,45,"PHP 122,500",Married,7,STO. TOMAS,Facebook Ads,OFW Land base,jumeirah group,20-80 Pagibig Financing,47,"PHP 75,500",CALISTA END
07/03/2028 16:45:46,07/03/2028,Client 520,39,"PHP 167,500",Married,2,MAGALANG EAST,Facebook Ads,OFW Land base,sohar aluminum,20-80 Pagibig Financing,38,"PHP 171,000",CALISTA END
07/03/2028 13:57:19,07/03/2028,Client 521,46,"PHP 224,000",Widow,2,LIPA,Broker/Agent,OFW Land base,Emirates airlines,20-80 Pagibig Financing,N/a,N/a,CALISTA END
07/08/2028 12:28:59,07/08/2028,Client 522,32,"PHP 66,500",Widow,,MAGALANG EAST,Referral,OFW Land base,Consolidated contractors,10-90 Bank Financing,,,CALISTA MID
07/11/2028 09:22:06,07/11/2028,Client 523,46,"PHP 33,500",Married,2,BALIWAG,Referral,Locally Employed,department of education,10-90 Bank Financing,46,"PHP 41,500",CALISTA MID
07/18/2028 11:06:50,07/18/2028,Client 524,26,"PHP 153,500",Married,5,LIPA,Broker/Agent,Locally Employed,metrobank,20-80 Pagibig Financing,24,"PHP 108,000",CALISTA END
07/26/2028 10:16:16,07/26/2028,Client 525,28,"PHP 57,000",Single,,STO. TOMAS,Facebook Ads,Locally Employed,globe telecom,10-90 Bank Financing,,,CALISTA MID
07/26/2028 17:37:23,07/26/2028,Client 526,29,"PHP 138,000",Married,7,BATULAO,Facebook Ads,Self Employed/ Business Owner,tricycle operator,20-80 Pagibig Financing,25,"PHP 158,000",CALISTA END
07/27/2028 17:30:14,07/27/2028,Client 527,33,"PHP 111,000",Married,4,NAIC,Referral,OFW Land base,four seasons dubai,20-80 Pagibig Financing,28,"PHP 112,000",CALISTA END
08/06/2028 20:16:49,08/06/2028,Client 528,35,"PHP 93,500",Married,2,BALIWAG,Referral,Self Employed/ Business Owner,sari-sari store,20-80 Pagibig Financing,33,"PHP 70,500",CALISTA END
08/08/2028 12:33:54,08/08/2028,Client 529,43,"PHP 42,500",Single,N/a,LIPA,Referral,Locally Employed,Armed forces of the philippines,Cash,N/a,N/a,CALISTA MID
08/10/2028 19:57:20,08/10/2028,Client 530,43,"PHP 173,000",Married,3,LIPA,Referral,Locally Employed,Land bank of the philippines,20-80 Pagibig Financing,40,"PHP 224,500",CALISTA END
08/11/2028 13:37:58,08/11/2028,Client 531,41,"PHP 373,500",Married,5,BALIWAG,Facebook Ads,OFW Land base,Al futtaim group,10-90 Bank Financing,39,"PHP 251,000",UNNA CORNER
08/13/2028 13:31:45,08/13/2028,Client 532,33,"PHP 45,000",Married,3,MAGALANG EAST,Facebook Ads,Locally Employed,San miguel corporation,20-80 Pagibig Financing,36,"PHP 39,000",CALISTA MID
08/14/2028 11:40:20,08/14/2028,Client 533,26,"PHP 126,500",Single,N/a,PANDI EXPANSION,Facebook Ads,OFW Land base,sohar aluminum,20-80 Pagibig Financing,N/a,N/a,CALISTA END
08/17/2028 17:27:18,08/17/2028,Client 534,51,"PHP 62,500",Married,6,PANDI EXPANSION,Facebook Ads,Self Employed/ Business Owner,tricycle operator,Cash,53,"PHP 78,500",CALISTA END
09/01/2028 18:53:18,09/01/2028,Client 535,29,"PHP 246,000",Married,5,CALAMBA,Facebook Ads,OFW Land base,Jumeirah group,10-90 Bank Financing,28,"PHP 225,000",CALISTA END
09/02/2028 12:05:16,09/02/2028,Client 536,38,"PHP 28,500",Married,3,PANDI EXPANSION,Broker/Agent,Self Employed/ Business Owner,tricycle operator,10-90 Bank Financing,38,"PHP 36,500",CALISTA MID
09/03/2028 15:14:27,09/03/2028,Client 537,51,"PHP 147,000",Single,,TAYABAS,Facebook Ads,OFW Land base,Four seasons dubai,10-90 Bank Financing,,,CALISTA END
09/13/2028 08:30:56,09/13/2028,Client 538,29,"PHP 113,000",Single,N/a,CALAMBA,Facebook Ads,OFW Land base,kuwait OIL company,20-80 Pagibig Financing,N/a,N/a,CALISTA END
09/20/2028 13:36:28,09/20/2028,Client 539,53,"PHP 21,000",Married,5,LIPA,Facebook Ads,Self Employed/ Business Owner,Independent contractor,Cash,56,"PHP 22,500",CALISTA MID
09/24/2028 11:27:16,09/24/2028,Client 540,33,"PHP 102,000",Single,N/a,PANDI EXPANSION,Facebook Ads,OFW Land base,bechtel MIDDLE east,20-80 Pagibig Financing,N/a,N/a,CALISTA END
09/24/2028 12:11:30,09/24/2028,Client 541,32,"PHP 35,500",Single,,LIPA,Facebook Ads,OFW Land base,Prosegur uae,20-80 Pagibig Financing,,,CALISTA MID
09/29/2028 08:37:12,09/29/2028,Client 542,36,"PHP 154,000",Single,N/a,MAGALANG EAST,Referral,OFW Land base,bechtel middle east,20-80 Pagibig Financing,N/a,N/a,CALISTA END
10/03/2028 11:55:30,10/03/2028,Client 543,25,"PHP 175,000",Married,3,CALAMBA,Facebook Ads,OFW Land base,Emirates airlines,10-90 Bank Financing,24,"PHP 208,000",CALISTA END
10/03/2028 08:32:27,10/03/2028,Client 544,32,"PHP 127,500",Married,4,BATULAO,Broker/Agent,OFW Land base,Pricewaterhousecoopers uae,10-90 Bank Financing,27,"PHP 71,000",CALISTA END
10/04/2028 13:03:33,10/04/2028,Client 545,25,"PHP 110,500",Widow,N/a,SIGHTS CALAUAN,Broker/Agent,OFW Land base,Prosegur uae,20-80 Pagibig Financing,N/a,N/a,CALISTA END
10/04/2028 14:39:08,10/04/2028,Client 546,33,"PHP 115,500",Married,5,GEN TRI,Facebook Ads,OFW Sea Base,philippine airlines (int'l),20-80 Pagibig Financing,29,"PHP 69,000",CALISTA END
10/05/2028 13:04:16,10/05/2028,Client 547,33,"PHP 104,000",Married,3,PANDI EXPANSION,Referral,Self Employed/ Business Owner,Online seller,20-80 Pagibig Financing,29,"PHP 53,500",CALISTA END
10/06/2028 14:09:08,10/06/2028,Client 548,28,"PHP 184,000",Married,2,NAIC,Referral,OFW Sea Base,msc Cruises,10-90 Bank Financing,28,"PHP 206,500",CALISTA END
10/08/2028 18:30:10,10/08/2028,Client 549,44,"PHP 29,000",Single,,PANDI EXPANSION,Broker/Agent,Locally Employed,Holcim Philippines,Cash,,,CALISTA MID
10/08/2028 19:01:33,10/08/2028,Client 550,35,"PHP 178,000",Single,,LIPA,Facebook Ads,Locally Employed,cebu pacific,20-80 Pagibig Financing,,,CALISTA END
10/11/2028 08:30:58,10/11/2028,Client 551,31,"PHP 74,500",Single,,GAPAN,Facebook Ads,OFW Land base,emirates airlines,20-80 Pagibig Financing,,,CALISTA MID
10/21/2028 18:07:07,10/21/2028,Client 552,35,"PHP 226,500",Married,5,GEN TRI,Broker/Agent,OFW Land base,Qatar petroleum,10-90 Bank Financing,30,"PHP 191,000",CALISTA END
10/21/2028 08:50:22,10/21/2028,Client 553,37,"PHP 45,000",Married,6,BATULAO,Facebook Ads,Self Employed/ Business Owner,Own business operations,10-90 Bank Financing,35,"PHP 41,000",CALISTA MID
10/23/2028 15:33:43,10/23/2028,Client 554,56,"PHP 106,000",Married,4,GEN TRI,Facebook Ads,Self Employed/ Business Owner,own business operations,20-80 Pagibig Financing,52,"PHP 82,500",UNNA CORNER
10/24/2028 16:50:28,10/24/2028,Client 555,41,"PHP 144,000",Single,,MAGALANG EAST,Facebook Ads,Self Employed/ Business Owner,Independent contractor,10-90 Bank Financing,,,CALISTA END
10/30/2028 14:18:28,10/30/2028,Client 556,48,"PHP 189,500",Single,,LIPA,Facebook Ads,OFW Land base,Samsung c&t (saudi),20-80 Pagibig Financing,,,CALISTA END
10/31/2028 19:13:40,10/31/2028,Client 557,45,"PHP 142,000",Single,,BATULAO,Facebook Ads,OFW Land base,samsung c&t (saudi),10-90 Bank Financing,,,CALISTA END
11/02/2028 15:39:29,11/02/2028,Client 558,36,"PHP 189,000",Married,2,PANDI EXPANSION,Facebook Ads,OFW Land base,Qatar petroleum,10-90 Bank Financing,40,"PHP 101,000",CALISTA END
11/12/2028 09:26:44,11/12/2028,Client 559,52,"PHP 113,500",Single,,LIPA,Facebook Ads,Locally Employed,cebu pacific,20-80 Pagibig Financing,,,CALISTA END
11/13/2028 08:44:07,11/13/2028,Client 560,53,"PHP 142,500",Married,7,NAIC,Referral,Locally Employed,the medical city,20-80 Pagibig Financing,51,"PHP 76,500",CALISTA END
11/15/2028 14:42:16,11/15/2028,Client 561,38,"PHP 85,000",Single,,PANDI EXPANSION,Facebook Ads,OFW Sea Base,EVERGREEN marine,10-90 Bank Financing,,,CALISTA END
